Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
Bahamas,-1.8441090760376306,-1.6677332095837603,0.35317624477041915,-0.4445943144714172,-0.12257848767950523,-0.7574204793618738,0.4386146792663667,-0.6272359326926567,0.08082377907761733,0.030749833101274025,-0.27829452632916346
Bahrain,-2.2409030856796246,-1.0178915327497862,2.618419582789327,-1.3521877695485636,0.08542635935021466,-0.5997407882297696,0.8435559053660833,-0.20793939453834087,0.0569221380283997,0.0333248680748189,0.6298721867784687
Bangladesh,2.2545621293195954,2.6875966863282,-0.05434475330301758,-1.7312912169645043,0.006059513217895072,-0.32469120962058456,-0.6473517273654527,0.21021259090481612,-0.6290659398115168,0.7085225715277434,0.020229183134391177
Barbados,-1.714477414306589,-1.6367585073924207,0.7562162717643753,0.3198051942665824,-0.5645645802458044,0.6516447183199336,-0.4354911711000367,0.016099868022238516,-0.8406615660227745,0.5475034752370622,-0.24911029915568803
Belarus,-0.715275385980392,1.7258881556852537,0.27030527913299957,3.936201900771619,-1.159734264960379,0.5134149638158633,0.5204559269980948,-0.7556762806817233,-0.32712100646541037,1.3193506033316975,-0.3140040412686993
Belgium,-4.714448405274545,-1.027928388185398,-2.3654210436303793,0.5748250618096331,0.24641978339096626,-0.4115919412559927,0.38607173232027636,-0.6578264550273731,0.3112098243004055,-0.29811298391103935,0.20436755188623792
Belize,1.57493555986456,-1.4378049576602105,0.45221800767946607,-0.6262054569091373,0.019147666989773767,-0.8470051246269203,-0.6571639732220056,0.08426739542702531,-0.27426890681167093,0.08367934750327614,0.36858986053411646
Benin,3.1389263260727605,-0.04034628706845907,-0.1520554829126497,-0.22003453754422958,-1.3849911651831637,-0.21380154155089073,0.41496710696117123,-0.8514982610547419,0.5674564545237663,-0.7208848090851935,0.02632375794081656
Bermuda,-1.8150585436289577,-1.3831467296922269,1.635199518041509,0.8724343335870148,-0.1473433532864465,-0.5073227487326002,0.7192943780504224,-0.27930847976149176,0.5020374699713516,-0.2756982717946982,0.14037851098976203
Bhutan,2.5911201472354075,-0.9906524336451972,0.6937183625763559,-0.1509262451121821,0.5664122860619839,1.1361144693911698,-0.2671741190753689,-0.5377115984944003,-0.5309707544986568,0.3309483762839814,-1.1313200800815841
