Country,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Population 65+,Population Total,Population Urban,Tourism Inbound,Internet Usage_trend,CO2 Emissions_trend,Life Expectancy Female_trend,Mobile Phone Usage_trend,KMeans_Cluster,GMM_Cluster,GMM_Confidence,GMM_Prob_Cluster_0,GMM_Prob_Cluster_1,GMM_Prob_Cluster_2,GMM_Prob_Cluster_3,Hierarchical_Cluster,Spectral_Cluster,Birch_Cluster,KMeans_Cluster_Label,GMM_Cluster_Label,Hierarchical_Cluster_Label,Spectral_Cluster_Label,Birch_Cluster_Label
Brunei,-0.3239999353619778,-0.8411092587968116,-0.5561267735301274,2.700972107508882,-0.2595589545636429,-1.5599552188127916,0.2444798728683425,-0.8226047680117392,-0.851548022414387,0.6212236137845408,-1.0648462019679523,0.5803540102233099,-0.8145553164106779,-0.711907265032695,0.785673764327542,-0.5502723162703205,0.9871285539235508,0.0075047808984932,-0.5441613360336495,-0.0292764552175587,0,0,0.9999973275707146,0.9999973275707146,2.6724292837759784e-06,4.691024948774549e-38,8.990044908927533e-19,2,0,0,Developing,Developing,Developed,Developing,Developing
Bulgaria,-1.169198698346587,-0.5330186717509884,-0.0413408571400641,-0.2857371569632929,0.303288761527401,0.338516747997363,-0.2859178585868034,1.5982331122090043,-0.6475766322978438,0.2743628979206614,-0.4842666384352628,1.036753099916365,2.14837580605993,-0.4037381189158161,0.6631992218815684,0.7778300635545846,0.8949058583000601,-0.2085265495449284,-0.2267354616364527,1.4850575969176742,0,1,0.9999303732087325,6.836094957002883e-05,0.9999303732087325,1.6426261665486518e-144,1.2658416978824878e-06,2,0,0,Developing,Developing,Developed,Developing,Developing
Burkina Faso,1.8912387579444656,0.0614138698046169,-0.6303907444315565,-0.4277137596449757,-0.4962786497441277,0.0452044407312789,-0.6963320004494263,-0.0725993995613116,1.7356680311691572,-1.0437078223620788,-0.2142526335895652,-1.176782485094951,-0.963893399795257,-0.1399150043651008,-1.3790151723961317,-1.1235373862541145,-1.472665626189403,-0.3165140634125869,0.4946955743638477,-0.7339554814783077,1,2,0.9999999999999964,1.0564984184166292e-42,2.797310082681723e-15,0.9999999999999964,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Burundi,1.8639742817191565,3.1851853023152112,-0.6445044290832171,-0.8536435676900238,-1.2147405625532952,0.8542306948388303,-0.7169857860580771,-0.5429823677344006,1.424343277833375,-1.0437078223620788,0.3188519400801459,-1.496261847880089,-0.9416515575890428,-0.3842072226931901,-1.9175143510871573,-2.7298334696793822,-1.472665626189403,-0.3915889527819984,1.360409666361762,-1.5735724640920388,1,2,1.0,3.528617012982388e-44,1.5952722447618652e-22,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Cambodia,0.3098991368764854,-1.1514559280559171,-0.6088965198502883,2.171550197142753,-0.3924393351273125,-0.1417418649987546,-0.6885602151430783,-0.6899351067214283,0.6997080761035475,-1.0437078223620788,-0.2142526335895652,-0.7660233043712017,-0.5619515370686804,-0.155216226731465,-1.510561903171436,0.2394274962236767,-1.472665626189403,-0.1803835200864178,2.514695122358981,0.3605564354717633,1,2,0.9999999999998064,9.807554199862357e-24,1.9393601766758257e-13,0.9999999999998064,1.0758895911132898e-215,0,1,0,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Developing
Cameroon,1.5095360907901256,0.2755611934893677,-0.5876626607329279,-0.0709520400858755,-0.0017699919266329,-0.6252236901626284,-0.6713132395317307,1.988765048695078,1.5424319773745336,-0.9743356791893032,0.5536306008869133,-1.017042803702382,-0.8129666133959479,0.062366653740408,-0.256007859915327,-0.4543432038950545,-1.1344411284051945,-0.051057493071316,-0.3710185176340666,-0.7339554814783077,1,2,0.9999999974478229,1.482624078923211e-44,2.552176649362986e-09,0.9999999974478229,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Canada,-1.0465085553326905,-0.3321371114803373,2.400502510207962,-1.1630797530218964,1.5335888537372568,1.5762302204168823,2.3938043613232227,-0.8590314091174603,-0.950849883392177,2.1127246919992206,-1.1983696109575832,0.0098551481069912,1.280943960017595,0.652992735470713,1.0604314680158635,1.4772003957052011,-0.1197676350525671,-1.4630348602056962,-1.034735280834506,-0.8239232149658267,3,3,1.0,3.039710654888245e-279,4.5070420425876245e-37,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Central African Republic,1.2368913285370229,3.1851853023152112,-0.6442135703667794,-0.5005222738407105,-1.16853776258979,-0.9636609677773422,-0.7141112901228526,1.169453202561923,2.640120116291204,-1.0437078223620788,0.5536306008869133,-1.4278019844261312,-0.6779268571439371,-0.5563616278934626,-0.7112373100121331,-2.104346664613389,-1.472665626189403,-0.3924093548240452,1.2161266103641477,-1.4236535293694337,1,2,1.0,2.5064116210144863e-67,4.2554759503116356e-20,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Chad,2.3206542584931045,1.5016967547640014,-0.6426290940526367,0.981130990042491,-0.4551959637506046,-0.6864647213500542,-0.7044231741930215,2.407479702247157,2.3314791970359043,-1.0437078223620788,0.5536306008869133,-1.3821620754568256,-0.9511837756774189,-0.2901299935911005,-1.4042876970278404,-1.5994082668581742,-1.472665626189403,-0.3614431750282167,0.2349787207624349,-1.2587263285206118,1,2,1.0,2.3690262504152116e-61,1.3649999076787795e-16,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Chile,-0.6852542453473386,-0.9606816161007709,0.1619177816840998,-0.4823201452917767,1.0014876721811523,0.274052504642177,0.1250285973378982,0.1575594564777319,-0.8461803542534237,0.551851470611765,-0.6474619160892559,0.6031739647079625,0.2260451582371766,-0.0307883692863417,1.3669418308568446,0.5497987011903015,0.2799573132718216,1.2968962922614675,-0.6307353712354793,0.5554728808164248,0,3,0.882672955406877,4.643131126797776e-34,0.1173270445931242,7.734476821374117e-96,0.882672955406877,2,2,0,Developing,Developed,Developed,Developing,Developing
China,-0.9306345313751232,1.403151083687833,2.400502510207962,0.1547543539209021,1.5335888537372568,-0.6671254483434976,-0.5525007408757807,1.4828181756529824,-0.4382375740203372,-0.2806142474615448,-1.018360274393785,-0.5150038050400216,0.1148359472061078,2.6433695690674925,-0.4773044538058031,1.4772003957052011,0.5259031550589824,1.972248565940824,-0.3421640072361745,-0.5240580577640234,2,1,1.0,0.0,1.0,0.0,1.1357136004083065e-26,2,2,3,Developing,Developing,Developed,Developing,Developing
Colombia,-0.1604130780101126,1.8371310582348055,0.1533362767317813,-0.1146371486033165,1.1209156427888674,-0.0740544094758126,-0.3569285544680925,-0.0135498971373004,-0.4999657578713944,-0.141869961115993,0.1309301052058509,0.0098551481069912,-0.4126134536841035,1.1249436795890906,0.78729379795778,0.5672053477701587,0.8949058583000601,1.2114296360249803,-0.3421640072361745,0.5404646146902081,2,1,1.0,1.9029249523276585e-114,1.0,1.8790679561077132e-66,4.63806750504647e-23,2,2,0,Developing,Developing,Developed,Developing,Developing
Comoros,1.366397590607249,3.1851853023152112,-0.6458672429078166,-0.5078031252602839,-1.7896375390871346,-1.0152323624614918,-0.6982483310729094,-0.9851826188414842,1.2418425603606789,-0.9396496076029154,-0.3546994786008801,-1.2634983121366317,-0.8765147339851304,-0.7015319492041999,-1.147026356546086,-1.511130976852767,-1.011440227324835,-0.3870445650356893,-0.3421640072361745,-0.94068752542779,1,2,1.0,2.072687852423487e-32,4.204941400244029e-17,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Democratic Republic of the Congo,2.0139289009583625,3.1851853023152112,-0.6188795416015709,2.932399170488182,-0.0624410904661722,-0.2416614421992896,-0.7202861332429646,0.1877552247627376,2.4442002284161024,-1.0437078223620788,4.302370955577137,-1.3593421209721732,-0.9162323093533686,1.6330008429664145,-0.7241975790540354,-2.0723953700020874,-1.472665626189403,-0.2492893023439605,-0.0824471536347617,-1.4086452632432171,1,2,1.0,1.2679367434019824e-214,2.5888737300050753e-20,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Republic of Congo,1.420926543057868,1.066453374177591,-0.6302734626910576,2.2953246712755027,-0.401960923303216,-1.6502051595100462,-0.6665224129730231,1.7310944926630294,0.8741572913348031,-0.9396496076029154,0.5536306008869133,-0.5150038050400216,-0.7732490380277097,-0.5718826002647478,0.2630509152128457,-1.3991530080201986,-1.011440227324835,-0.294049507604772,1.4758382119614837,0.3605564354717633,1,2,0.9999999999975646,1.1278429671565259e-23,2.436174288363021e-12,0.9999999999975646,3.272359717895168e-269,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Costa Rica,-0.4875867927138342,0.554142225185459,-0.555272962459294,1.1849948297905484,0.1692912957076887,0.8896860286841788,-0.0226353234827135,0.1649406442807333,-0.7978713408047713,0.170304683161498,0.9053658773457084,-0.5150038050400216,-0.2442109341227704,-0.5424399493923318,0.4882355898158926,0.5336638935093381,0.1569564121914624,-0.1418728526081288,-0.6884496440353403,-0.0892549442092382,0,0,0.9998064331049769,0.9998064331049769,0.0001935668950210839,2.3492912608208884e-22,2.1888809072785514e-15,2,0,0,Developing,Developing,Developed,Developing,Developing
Ivory Coast,1.2505235666496817,0.0102459252073758,-0.5591280132694992,0.2712479766340775,-0.0042015759849839,-0.1159561676566819,-0.6493819001740913,-0.0725993995613116,1.894014241917526,-1.0437078223620788,-0.2142526335895652,-0.5606437140093271,-0.8765147339851304,0.0245476011578586,-0.3165971176862187,-0.8333743690466457,-1.472665626189403,-0.4840209884403559,0.4658358119618787,0.2705887019842445,1,2,0.9999999998657181,1.589668274421008e-46,1.3428236943363852e-10,0.9999999998657181,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Croatia,-1.1760148174029166,-1.1457706008784458,-0.3595907240713714,-0.5696903623266584,0.4509836244915084,0.3127310506552903,0.3303953624878332,-0.4456848921493822,-0.9293792107483309,0.5865375421981528,-0.3932729078645512,0.8085535550698371,2.013336049807918,-0.5412840183250747,0.0634627719675558,1.1804587559967197,1.079351249547041,-0.2642656731774198,-0.2844497344363136,0.1656399901271023,0,3,0.9854834327408939,0.014516501487190595,6.577191498707756e-08,2.737859341218604e-135,0.9854834327408939,2,0,0,Developing,Developed,Developed,Developing,Developing
Cuba,-1.03287631722004,-0.1622089991759189,-0.2873088145843769,-0.30029885980244,0.4656368429029697,0.8606771191743459,-0.1788162692965832,-0.228275360497341,-0.9320630448288124,-0.5581028201526483,-0.2142526335895652,-1.5875416658187005,0.8440506309669704,-0.2518295908224341,0.8841718090459976,0.6080724554377288,-0.3657694372132857,0.3914612815194703,-0.5153068256357575,-1.8284673984283792,0,1,0.9999896066435449,8.092503401809644e-06,0.9999896066435449,7.209727013457842e-43,2.300853052436654e-06,2,0,0,Developing,Developing,Developed,Developing,Developing
Cyprus,-0.9374506504314528,-1.1488027753730974,-0.5491273992571417,-1.0174627246304269,0.0003603997709199,0.0967758354154244,1.3928942303967766,-0.7242911808590349,-0.985739726438428,0.6905957569573167,-0.8446562099211633,0.4434342833153933,0.7709702922894099,-0.6836126960840717,0.5442887534221182,0.6767668167916161,0.4029022539786228,-0.2677161903546692,-0.8038781896350622,-0.3141333462931459,0,3,0.9998289844803248,0.0001710155196711365,4.4320016863524365e-15,1.3164775586256172e-105,0.9998289844803248,2,0,0,Developing,Developed,Developed,Developing,Developing
Czechia,-1.1283019840086272,0.1820691465709515,0.8992786395585272,-0.3585456711590277,0.9923722588882508,0.2547132316356251,0.6570232709792799,2.246435604727127,-0.9776882241969864,0.96808432964842,-0.9857212188629868,1.493152189609419,1.5160720061975683,-0.2916139271625957,0.7733615087377357,1.0881835357112488,1.6020770989517892,-1.4853948547260645,-0.1978756992344836,-0.509049791637807,3,3,0.9999999992603286,1.125685827721398e-67,7.396728620054434e-10,3.1516521227985546e-304,0.9999999992603286,2,0,0,Developed,Developed,Developed,Developing,Developing
Denmark,-0.9851634838257508,-0.7484294014751772,-0.0115970349320897,-1.0829903874065885,1.2694217164106387,1.5407748865715294,2.3938043613232227,-0.8006529237664493,-0.9884235605189098,2.4595854078631003,-0.7691165776131408,1.4018723716708077,1.748022646348084,-0.4971234333406565,1.30149247219524,1.0285904897868707,0.7719049572197009,-0.6844083658750599,-0.1978756992344836,-0.5540473022598631,3,3,1.0,2.755806036121236e-29,5.814262672974552e-42,1.2801271e-316,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Djibouti,0.5416471847916197,-0.3270834873225854,-0.6413049832024019,0.0382607312077264,-1.4438963326752512,0.3578560210039155,-0.629686279877182,-1.1301223066095116,1.2928354078898163,-0.9396496076029154,-0.3409515127863918,-1.4049820299414784,-0.7859586621455457,-0.6943504934214834,0.9113883740339914,-1.892159723302781,-1.011440227324835,-0.3770066973662807,0.2349787207624349,-1.5286022412265756,1,2,0.9999999999998437,1.0732104506754576e-20,1.562603648062745e-13,0.9999999999998437,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Dominica,-0.7511433962251673,-0.3662490745451651,-0.6457464427151025,-0.8308909070038567,-1.8062286484954493,-0.499518415620021,-0.3240315454316332,-0.8335327603434555,-0.7012533139074596,0.517165399025377,-0.494157261323384,0.9226533274931008,-0.4205569687577505,-0.7247174638502878,0.4943917176107957,-1.0137857212069183,0.6796822615962106,-0.3887818880479625,-0.2988769896352596,1.874863199850404,0,0,0.9999999999906937,0.9999999999906937,9.305733764778649e-12,9.996661221142066e-36,6.67922108298972e-19,2,0,0,Developing,Developing,Developed,Developing,Developing
Dominican Republic,0.0372543746233826,-0.2847593850014102,-0.3815153726402713,0.1875181853089827,0.3459091196378528,-0.3286881707287879,-0.4411406390889316,0.2092277710987416,-0.1295966547650373,-0.2459281758751568,1.0151517914038484,-0.1498845332855777,-0.3157025697856009,-0.3271485180795509,0.5689132646017324,0.8459786721542316,0.4029022539786228,-0.3584832913121403,-0.4575925528358964,0.1056615011354228,0,1,0.9715268424687594,0.028473157531236144,0.9715268424687594,5.355676488680231e-15,5.590104842317888e-55,2,0,0,Developing,Developing,Developed,Developing,Developing
Ecuador,0.0304382555670531,-0.4628996365621765,-0.2867658001258661,1.1667927012416146,0.4691264061050114,-0.1288490163277182,-0.431665448783932,1.807590438985044,-0.301362035915811,-0.4540446053934845,-0.0803053407618713,-0.0129648063776614,-0.3109364607414108,-0.1351769407713353,0.2815192985975562,-0.0028558281952476,0.4029022539786228,0.5011780760401351,-0.3710185176340666,0.6004431036818876,0,1,0.9999999999996874,3.1318091460412575e-13,0.9999999999996874,1.3355578104564338e-19,2.050945771763939e-43,2,0,0,Developing,Developing,Developed,Developing,Developing
Egypt,0.1190478032993107,0.0468847003510796,1.4995559078679976,-0.7080265392985544,0.9773834277136436,-0.4898487791167447,-0.6075420148947109,1.3365364537389548,-0.2396338520647538,-0.3153003190479328,-0.1529307716832161,-0.4237239871014107,-0.3681297692716752,2.364882191443131,-0.5139172138491762,1.2278428326221502,0.6181818110560308,1.972248565940824,-0.6018756088335104,0.7053918155390299,2,1,1.0,0.0,1.0,0.0,1.1275990816394332e-47,2,2,3,Developing,Developing,Developed,Developing,Developing
El Salvador,-0.1127002446158235,-0.4812190241340282,-0.5650460498950833,0.1583947796306886,0.0058358667371188,0.2869453533132134,-0.4457185400228078,0.1958074296387391,-0.443605242181297,-0.6968471064981997,0.0280676271693949,0.374974419861435,-0.183840219563048,-0.4694295969938208,0.2941555609134106,0.0303830807226624,-0.3657694372132857,-0.3327853832612361,-0.4575925528358964,1.4100708417997785,0,0,0.9998006941576444,0.9998006941576444,0.00019930584150435368,8.512350188703274e-13,3.511730259169982e-31,2,0,0,Developing,Developing,Developed,Developing,Developing
Equatorial Guinea,1.3255008762692806,-0.0087051653841949,-0.5911893226697356,3.070735347460078,-0.3833398777059459,-1.434249944270184,-0.1012048790455192,1.1191269220869138,1.8322860580664653,-0.9396496076029154,0.5536306008869133,-0.8801230767944654,-0.833619752587432,-0.7013419179943334,-0.6817526979418064,-1.966287104339716,-1.011440227324835,-0.2077222331061636,0.8986954839628742,-0.4940688132681836,1,2,0.9999999999997513,1.3384433770125821e-36,2.4915798688302274e-13,0.9999999999997513,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Eritrea,1.4618232573958363,2.0329589943477044,-0.6394402035284664,1.712856557709625,-1.1987784657578373,-1.2988750332242958,-0.7232670919906049,-0.3624787750973664,0.490369017826041,-1.0437078223620788,-0.2142526335895652,-1.6458593272794797,-1.0814574228852416,-0.5153630706787193,-1.5108859098974836,-1.1050384606493335,-1.472665626189403,-0.4080533087175109,1.4181239391616232,-1.916415837928007,1,2,1.0,1.3291951247527556e-22,5.5462583311415754e-17,1.0,3.357902475361488e-197,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Estonia,-1.0601407934453493,0.3930579551571068,-0.4333926049152342,-0.3767477997079613,-0.0751132211520219,-0.3931524140839698,0.1501538210680094,-1.087177213937503,-0.9320630448288124,1.592433618203402,-0.9115415472020804,1.4475122806401144,1.9704410684102192,-0.6704893313992029,0.565673197341257,0.3245716460085967,0.925628103383371,-0.2098617147801932,1.0141240295625962,0.3155862126063005,0,0,0.9531785998594178,0.9531785998594178,4.576101393593426e-10,4.0695229033213795e-159,0.04682139968297051,2,0,0,Developing,Developing,Developed,Developing,Developing
Ethiopia,1.3732137096635786,-0.6922078327201835,-0.5760658422323778,-0.4786797195819899,0.0300593673023663,-0.8282860567314585,-0.7215636869919533,-0.3678469116813674,1.1962173809925043,-1.0437078223620788,-0.7148280475383447,-1.5647217113340477,-0.8367971586168921,2.5906597695306037,-1.644376681029074,0.1594701646112366,-1.472665626189403,-0.2269051780915474,3.0918378503575905,-1.7085104204450208,1,2,0.9999999999999893,2.945e-321,9.859677492337464e-15,0.9999999999999893,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Faroe Islands,-0.8692894598681749,-0.1622089991759189,-0.6376164724637056,-0.30029885980244,-1.1163759991712476,-0.1304606224115983,-0.4330494653453364,-0.228275360497341,-0.4248184036179325,2.008666477240057,-0.2142526335895652,1.0595730544010176,-0.4205569687577505,-0.7256384701186938,-0.6584242136663826,0.0617399093427,0.8949058583000601,-0.3971146056811578,-0.2555899720343447,-0.2991523679235224,0,0,0.999999999999881,0.999999999999881,1.1839181321523186e-13,3.3875199513807154e-84,4.425803481710332e-25,2,0,0,Developing,Developing,Developed,Developing,Developing
Fiji,0.0099898983980732,-0.2007428833787797,-0.6332629742563793,0.4023033021864001,-0.8745190514880564,-1.1119287274942666,-0.5581432699338142,-0.7174468067144335,-0.4248184036179325,-0.4540446053934845,-0.7770290759236385,-0.3552641236474526,-0.6143787365547548,-0.6923759851319709,-0.2067588375560997,0.0365174217513108,-0.2427685361329263,-0.3700815332797368,-0.3133042448342057,0.1806209684967257,0,0,0.9999819524177532,0.9999819524177532,4.553786593935461e-06,1.349379565280042e-05,1.6468081423679754e-34,2,0,0,Developing,Developing,Developed,Developing,Developing
Finland,-1.0465085553326905,0.0424627792130461,0.1291832750933986,-0.7371499449768483,1.148119847955038,0.8058825123224409,2.3938043613232227,-0.3490584336373639,-1.0233134035651608,2.2167829067583846,-1.1548508702498514,1.789811597909904,1.8592318573791529,-0.5045666648860713,1.1731858086804103,0.8418793139601418,0.7719049572197009,-0.3006127292496343,-0.4575925528358964,0.2256184791187817,3,3,1.0,2.0616173954423528e-30,1.0195743442865739e-38,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
France,-0.8692894598681749,1.038658441309954,2.400502510207962,-0.9300925075955452,1.5335888537372568,1.9404531953736692,2.3938043613232227,-0.8134022481534516,-0.985739726438428,1.349631117098687,-0.910552484913268,0.6488138736772678,1.919602571938875,1.9545952043830543,0.9343928515833672,1.4772003957052011,1.7558002451154595,-1.9425763154032225,-0.1113069160367307,-1.078790861545574,3,3,1.0,0.0,1.494183426154889e-36,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
French Polynesia,-0.4126094830942357,-0.1622089991759189,-0.6368881528552062,-0.30029885980244,-0.7875252643656784,-0.1304606224115983,-0.4330494653453364,-0.228275360497341,-0.4248184036179325,0.2049907547478859,-0.2142526335895652,-0.0814246698316197,-0.349065333094921,-0.716847985446961,0.0485584625693687,-0.0618578719700202,0.7411267517628319,-0.3727920790855932,-0.2844497344363136,-0.4340903242765044,0,0,0.9999998847400176,0.9999998847400176,1.1525998290171672e-07,3.3901115229930068e-22,7.85733062760304e-29,2,0,0,Developing,Developing,Developed,Developing,Developing
Gabon,0.9029014947769806,0.0014020829313092,-0.6257839176647524,0.7663458731650736,-0.258207279725831,-1.2795357602177435,-0.4054755969296634,1.0976543757509096,0.5735678743209444,-0.8009053212573636,0.5536306008869133,0.3977943743460876,-0.345887927065461,-0.6676990324309099,1.200078366942357,-1.054904213621962,-0.8269948360778541,-0.3726473024628197,-0.1113069160367307,1.5150468414135143,0,1,0.9976582024044499,0.00030606245135360945,0.9976582024044499,0.002035735144195646,3.180940442585194e-173,0,0,0,Developing,Developing,Developing,Developing,Developing
Gambia,1.8776065198318157,3.1851853023152112,-0.642725265079846,-0.30302917908478,-1.5082006787788058,-0.815393208060422,-0.7041037857557743,0.496423078342796,0.8365836142080704,-0.8009053212573636,1.8617891106269888,-0.4465439415860633,-0.968659508839445,-0.6646086224052038,-0.0904404229050293,-0.9979473651244052,-0.8269948360778541,-0.3750924238704262,0.0618359023628522,0.330567190975924,1,2,0.99999999999973,2.5365102022850606e-26,2.699918242960072e-13,0.99999999999973,3.89106024519688e-264,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Georgia,-0.8692894598681749,-0.7440074803371439,-0.5819158554484725,-0.904609527627038,-0.3672158867144047,0.9799359693814376,-0.4999081115424122,0.5246057954088013,-0.3899285605716813,-0.4887306769798725,0.6986518589839835,-0.2868042601934944,1.403274092151772,-0.541785716456427,-0.1076127793855494,-0.1125491343589781,0.3414577638120014,-0.1272182088810243,-0.4864470632337885,0.3905456799676031,0,0,0.9999974961618705,0.9999974961618705,2.5038381296097496e-06,4.066148628450595e-61,1.445780848239492e-31,2,0,0,Developing,Developing,Developed,Developing,Developing
Germany,-1.2782566032478335,0.1372182321709003,2.400502510207962,-0.3694669482883879,1.5335888537372568,1.888881800689524,2.3938043613232227,-0.4329355677623797,-0.9911073945993912,1.904608262480893,-0.5162463191068535,1.2193127357935865,2.453406784888002,2.6433695690674925,0.7798416432586864,1.4772003957052011,0.925628103383371,-2.1605540923185584,-0.5153068256357575,-0.7189745031086846,3,3,1.0,0.0,5.570614107746323e-40,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Ghana,0.93016597100229,-0.5146992841791368,-0.5459267805589215,-0.7407903706866349,0.0414323770492039,-0.3899292019162097,-0.6717390907813937,-0.1584895849053278,0.9009956321396092,-0.9049635360165276,-0.2142526335895652,-0.6747434864325907,-0.8018456922928419,0.2027217856566472,-0.3023408217401265,0.0732643565237133,-0.9192175317013446,-0.1926252153819758,0.4946955743638477,0.3155862126063005,1,2,0.9999990316876451,9.05837007988917e-34,9.683123542192983e-07,0.9999990316876451,2.056555966319746e-242,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Greece,-1.1419342221212776,0.1789106314723563,0.5790338102213305,-0.3257818397709471,1.2275362161848749,1.20233760895682,2.07404330423259,-0.2537740092713458,-0.9535337174726588,0.3090489695070497,-0.6437529325062098,1.1508528723396283,2.307246107532883,-0.2593089076181243,0.8271466252616282,1.442538206391281,0.8026272023030118,-0.4121633648260038,-0.3133042448342057,-0.6589960141170051,3,3,1.0,1.3797571096405527e-50,9.49575163321523e-28,0.0,1.0,2,3,0,Developed,Developed,Developed,Developed,Developing
Greenland,-0.6443575310093701,-0.1622089991759189,-0.6397697652192689,-0.30029885980244,-1.1837625513901855,-0.1304606224115983,-0.4330494653453364,-0.228275360497341,-0.4248184036179325,1.3843171886850747,-0.2142526335895652,0.6031739647079625,-0.4205569687577505,-0.7253070632842125,1.1825820037357897,0.0617399093427,-0.2734907812162372,-0.3829666810185083,0.1169294251283942,-0.2541821450580596,0,0,0.9999999999531806,0.9999999999531806,4.6819621714012954e-11,7.254026376291074e-54,2.671564000788758e-25,2,0,0,Developing,Developing,Developed,Developing,Developing
Grenada,-0.3376321734746282,0.0519383245088315,-0.6443871473427181,-0.6488696215145199,-1.555062280349151,-0.019259802623907,-0.1590141861872582,-0.7704571554814436,-0.6905179775855365,-0.176556032702381,-0.42096665195129,0.0783150115609495,0.0560539356611134,-0.7233317843869945,-0.8139474421692063,-0.8447630624366305,-0.3657694372132857,-0.3851785510039246,-0.5153068256357575,0.8403297718920115,0,0,0.9999999989583888,0.9999999989583888,1.0416105448386594e-09,5.0179638560430805e-21,3.1468201277321687e-21,2,0,0,Developing,Developing,Developed,Developing,Developing
Guatemala,0.9983271615655588,-0.2260110041675409,-0.4997658603158844,0.0236990283685796,0.2662890904986035,0.1032222597509405,-0.5147064424681981,0.3165905027787619,0.0153303855809268,-0.6968471064981997,0.1230176068953544,0.374974419861435,-0.6064352214811067,-0.1761151467218541,-0.3185411580425041,0.2005389372181386,-0.7347161800808055,-0.2543162794226798,0.0906956647648209,1.4550683524218349,0,1,0.9926514021519388,1.64901279689747e-06,0.9926514021519388,0.007346948835265796,2.7186605055720816e-84,2,0,0,Developing,Developing,Developed,Developing,Developing
Guinea,1.4959038526774666,2.019061527913886,-0.6310557319001864,0.1292713739523949,-0.7321336278561085,-0.2384382300315295,-0.7039973229433585,0.7111485417028366,1.7759255423763682,-1.0437078223620788,0.7223893539154742,-1.1596675192314614,-0.824087534499056,-0.3079625159520065,-0.9228137021211824,-2.4019228444414527,-1.472665626189403,-0.4018359430263002,1.360409666361762,-0.8539124594616664,1,2,1.0,8.831142391861273e-46,8.919204310305679e-19,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Guinea-Bissau,1.5095360907901256,0.1346914200920244,-0.6446944255028257,3.070735347460078,-1.589118572795285,-0.2094293205216966,-0.6993129591970666,-0.4054238677693745,2.1570299818046488,-1.0437078223620788,-0.2142526335895652,-0.9075070221760486,-0.8828695460440484,-0.6660591987427311,-0.5651102765646886,-1.913680271427864,-1.472665626189403,-0.3828782062190916,-0.1978756992344836,-0.2130049203590405,1,2,1.0,2.039331355154041e-45,1.6477147695829955e-19,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Guyana,-0.0854357683905141,-0.3081323967310145,-0.6272464209687759,-0.0992664622731057,-1.1870948770045162,-0.2738935638768826,-0.5781582786679706,-0.0095237946992996,0.093161573914874,-0.141869961115993,0.1635691607366492,-0.4009040326167582,-0.7208218385416354,-0.6952542341754756,-1.129854000065566,-1.1420205766459788,-0.4697997716575022,-0.3926104341549234,-0.8038781896350622,-0.4041010797806648,1,0,0.9993937078625532,0.9993937078625532,2.825417066903243e-06,0.0006034667203795853,1.2241481887575519e-87,2,0,0,Underdeveloped,Developing,Developed,Developing,Developing
